student_id;id_taxista;weekday;latitude;longitude;cluster;iscore;vertex
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;108; 2008-02-03;40.00164;116.52364;-1;0;37037
369609;109; 2008-02-03;39.85751;116.35847;14;0;15498
369609;109; 2008-02-03;39.89798;116.36842;2;1;23882
369609;109; 2008-02-03;39.90518;116.37014;2;1;14102
369609;109; 2008-02-03;39.922;116.41131;2;1;23900
369609;109; 2008-02-03;39.93954;116.41013;2;1;6333
369609;109; 2008-02-03;39.94561;116.40208;2;1;29828
369609;109; 2008-02-03;39.95773;116.40546;2;1;7016
369609;109; 2008-02-03;39.96766;116.41779;2;1;8350
369609;1090; 2008-02-03;39.93961;116.41908;2;1;305
369609;1090; 2008-02-03;39.93096;116.49856;2;0;36328
369609;1090; 2008-02-03;39.95382;116.48331;13;0;29952
369609;1090; 2008-02-03;40.00098;116.49558;1;1;829
369609;1090; 2008-02-03;40.00667;116.50156;1;1;29825
369609;1090; 2008-02-03;40.00646;116.50139;1;1;29825
369609;1091; 2008-02-03;39.88933;116.37193;2;1;14404
369609;1091; 2008-02-03;39.88935;116.3719;2;1;14404
369609;1091; 2008-02-03;39.88936;116.37191;2;1;14404
369609;1091; 2008-02-03;39.88937;116.37191;2;1;14404
369609;1091; 2008-02-03;39.88937;116.3719;2;1;14404
369609;1103; 2008-02-03;39.95337;116.45255;2;1;435
369609;1103; 2008-02-03;39.96636;116.46826;1;0;960
369609;1103; 2008-02-03;39.98778;116.48216;1;1;28133
369609;1103; 2008-02-03;39.98778;116.48216;1;1;28133
369609;1103; 2008-02-03;40.02279;116.51641;-1;0;26433
369609;1103; 2008-02-03;40.05992;116.54495;-1;0;1050
369609;1103; 2008-02-03;40.10779;116.55661;-1;0;28110
369609;1116; 2008-02-03;39.89076;116.26415;-1;0;18481
369609;1116; 2008-02-03;39.93016;116.28261;-1;0;7938
369609;1116; 2008-02-03;39.93964;116.30668;2;1;16480
369609;1116; 2008-02-03;39.93708;116.31365;8;0;4434
369609;1116; 2008-02-03;39.95796;116.317;8;0;37650
369609;1116; 2008-02-03;39.97561;116.32793;-1;0;28407
369609;1116; 2008-02-03;39.99126;116.32824;4;1;24469
369609;1116; 2008-02-03;39.99125;116.32824;4;1;24469
369609;1116; 2008-02-03;39.99125;116.32824;4;1;24469
369609;1117; 2008-02-03;39.91718;116.33893;2;1;27691
369609;1117; 2008-02-03;39.95397;116.34925;2;1;28385
369609;1117; 2008-02-03;39.95397;116.34925;2;1;28385
369609;1117; 2008-02-03;39.95406;116.34928;2;1;28385
369609;1117; 2008-02-03;39.94286;116.34982;2;1;2377
369609;1117; 2008-02-03;39.94268;116.29984;2;1;22298
369609;1117; 2008-02-03;39.91838;116.29023;-1;0;38022
369609;1117; 2008-02-03;39.90982;116.31232;3;0;24936
369609;1117; 2008-02-03;39.91221;116.32843;2;0;923
369609;1117; 2008-02-03;39.92172;116.33299;-1;0;15556
369609;1121; 2008-02-03;39.94772;116.40079;2;1;571
369609;1121; 2008-02-03;39.98662;116.35927;2;0;2350
369609;1121; 2008-02-03;39.98692;116.36302;2;1;28365
369609;1121; 2008-02-03;39.97764;116.36346;2;1;6779
369609;1121; 2008-02-03;39.97566;116.36354;2;1;28366
369609;1121; 2008-02-03;39.96702;116.36399;2;1;21731
369609;1121; 2008-02-03;39.9645;116.37361;2;1;23315
369609;1121; 2008-02-03;39.95198;116.3728;2;1;15252
369609;1121; 2008-02-03;39.93934;116.38716;2;1;1057
369609;1121; 2008-02-03;39.93948;116.40207;2;1;1364
369609;1121; 2008-02-03;39.9396;116.41861;2;1;305
369609;1121; 2008-02-03;39.93953;116.43119;2;1;28178
369609;1121; 2008-02-03;39.93953;116.43119;2;1;28178
369609;1122; 2008-02-03;39.97195;116.34627;2;0;2697
369609;1122; 2008-02-03;39.96667;116.36348;2;1;2682
369609;1122; 2008-02-03;39.96688;116.36322;2;1;28395
369609;1122; 2008-02-03;39.96688;116.36322;2;1;28395
369609;1122; 2008-02-03;39.97528;116.36057;2;1;25151
369609;1122; 2008-02-03;39.97555;116.37479;2;1;32293
369609;1122; 2008-02-03;39.97108;116.37689;2;1;7459
369609;1122; 2008-02-03;39.97161;116.37716;2;0;7459
369609;1122; 2008-02-03;39.97161;116.37716;2;0;7459
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1124; 2008-02-03;39.71697;116.41856;-1;0;39790
369609;1136; 2008-02-03;40.10867;116.65758;-1;0;30294
369609;114; 2008-02-03;39.9141;116.40185;2;1;1181
369609;114; 2008-02-03;39.91133;116.4442;2;1;30863
369609;115; 2008-02-03;39.96068;116.39891;2;1;8489
369609;115; 2008-02-03;39.96079;116.41729;2;1;8355
369609;115; 2008-02-03;39.9602;116.43317;2;1;192
369609;115; 2008-02-03;39.95461;116.43898;2;1;15300
369609;115; 2008-02-03;39.9553;116.43951;2;1;21663
369609;1150; 2008-02-03;39.89941;116.46779;2;0;6818
369609;1151; 2008-02-03;39.98815;116.45453;-1;0;1006
369609;1151; 2008-02-03;39.96774;116.40736;2;1;8513
369609;1151; 2008-02-03;39.96717;116.34723;2;1;21518
369609;1151; 2008-02-03;39.87187;116.34275;2;1;20790
369609;1151; 2008-02-03;39.81858;116.33861;-1;0;29564
369609;1151; 2008-02-03;39.7768;116.33373;-1;0;11766
369609;1151; 2008-02-03;39.74614;116.33882;-1;0;10699
369609;1151; 2008-02-03;39.76126;116.33706;-1;0;29468
369609;1151; 2008-02-03;39.78485;116.34123;-1;0;11025
369609;1151; 2008-02-03;39.79547;116.34205;-1;0;29528
369609;1151; 2008-02-03;39.81972;116.33911;-1;0;40052
369609;1151; 2008-02-03;39.81972;116.33911;-1;0;40052
369609;1151; 2008-02-03;39.82088;116.33922;-1;0;26841
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1152; 2008-02-03;40.0975;117.04144;-1;0;39133
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1157; 2008-02-03;39.91705;116.51853;17;0;11448
369609;1158; 2008-02-03;39.89119;116.40081;2;0;7198
369609;1158; 2008-02-03;39.96977;116.39933;2;1;21868
369609;1158; 2008-02-03;39.94965;116.41008;2;1;3364
369609;1158; 2008-02-03;39.93969;116.42297;2;1;8664
369609;1158; 2008-02-03;39.93626;116.43011;2;1;1281
369609;1158; 2008-02-03;39.936;116.43019;2;1;1281
369609;1159; 2008-02-03;39.59429;115.88;-1;0;9752
369609;1159; 2008-02-03;39.59422;115.87996;-1;0;9752
369609;1159; 2008-02-03;39.59421;115.87995;-1;0;9752
369609;1159; 2008-02-03;39.59425;115.88002;-1;0;9752
369609;1159; 2008-02-03;39.5942;115.87994;-1;0;9752
369609;1159; 2008-02-03;39.59423;115.87995;-1;0;9752
369609;1159; 2008-02-03;39.59425;115.87993;-1;0;9752
369609;1159; 2008-02-03;39.59427;115.88;-1;0;9752
369609;1159; 2008-02-03;39.59426;115.88001;-1;0;9752
369609;1159; 2008-02-03;39.59425;115.88004;-1;0;9752
369609;1161; 2008-02-03;39.96094;116.4227;2;1;15117
369609;1161; 2008-02-03;39.96098;116.41876;2;0;8356
369609;1161; 2008-02-03;39.9536;116.3868;2;0;7388
369609;1161; 2008-02-03;39.95019;116.37409;2;1;17653
369609;1162; 2008-02-03;39.96852;116.33327;7;0;7342
369609;1162; 2008-02-03;39.91017;116.32867;2;1;23096
369609;1162; 2008-02-03;39.90414;116.33925;2;0;7648
369609;1162; 2008-02-03;39.90607;116.36757;2;1;4697
369609;1162; 2008-02-03;39.90602;116.36478;2;1;4698
369609;1162; 2008-02-03;39.91644;116.3584;2;0;4714
369609;1162; 2008-02-03;39.92771;116.36119;2;0;6349
369609;1162; 2008-02-03;39.92257;116.41116;2;1;23900
369609;1162; 2008-02-03;39.92257;116.41116;2;1;23900
369609;1162; 2008-02-03;39.9024;116.41186;2;1;8650
369609;1162; 2008-02-03;39.9007;116.41206;2;1;1290
369609;1162; 2008-02-03;39.90715;116.43604;2;1;3949
369609;117; 2008-02-03;39.8889;116.19996;-1;0;3132
369609;117; 2008-02-03;39.89592;116.31846;2;1;26741
369609;117; 2008-02-03;39.89878;116.30458;2;1;9890
369609;117; 2008-02-03;39.93739;116.31358;8;0;4434
369609;117; 2008-02-03;39.93736;116.31939;8;1;29608
369609;117; 2008-02-03;39.94995;116.31811;8;1;29590
369609;1173; 2008-02-03;0.0;0.0;-1;0;13843
369609;1173; 2008-02-03;0.0;0.0;-1;0;13843
369609;1173; 2008-02-03;0.0;0.0;-1;0;13843
369609;1173; 2008-02-03;0.0;0.0;-1;0;13843
369609;1173; 2008-02-03;0.0;0.0;-1;0;13843
369609;1173; 2008-02-03;0.0;0.0;-1;0;13843
369609;1173; 2008-02-03;0.0;0.0;-1;0;13843
369609;1173; 2008-02-03;0.0;0.0;-1;0;13843
369609;1180; 2008-02-03;39.93223;116.42507;2;1;1296
369609;1180; 2008-02-03;39.94969;116.44094;2;1;20986
369609;1180; 2008-02-03;40.07083;116.56481;-1;0;10092
369609;1180; 2008-02-03;40.07083;116.56481;-1;0;10092
369609;1180; 2008-02-03;40.07083;116.56481;-1;0;10092
